City,Product Type,Trip or Order Status,Request Time,Begin Trip Time,Begin Trip Lat,Begin Trip Lng,Begin Trip Address,Dropoff Time,Dropoff Lat,Dropoff Lng,Dropoff Address,Distance (miles),Fare Amount,Fare Currency
Rio de Janeiro,UberX,COMPLETED,2018-10-22 00:30:36 +0000 UTC,2018-10-22 00:34:54 +0000 UTC,-22.9838223,-43.1966354,"Condomínio do Edifício Solar Visconde de Piraja - R. Jangadeiros, 15 - Ipanema, Rio de Janeiro - RJ, 22420-010, Brasil",2018-10-22 01:00:16 +0000 UTC,-22.8996333,-43.209815,"Av. Francisco Bicalho, 1 - Santo Cristo, Rio de Janeiro - RJ, 20220-310, Brasil",8.83,26.21,BRL
Sao Paulo,UberX,COMPLETED,2018-10-14 20:11:24 +0000 UTC,2018-10-14 20:29:55 +0000 UTC,-23.6263389,-46.6598712,"Praça Comandante Linneu Gomes, 367 - Santo Amaro, São Paulo - SP, 04626-911, Brasil",2018-10-14 21:17:18 +0000 UTC,-23.6331249,-46.4676843,"R. Lourenço Leite Penteado, 494a - Parque Sao Rafael, São Paulo - SP, 08311-170, Brasil",18.40,66.64,BRL
Sao Paulo,UberX,COMPLETED,2018-10-13 22:21:33 +0000 UTC,2018-10-13 22:30:43 +0000 UTC,-23.5117848,-46.6128148,"Rua José Bernardo Pinto, 11 - Vila Guilherme, São Paulo - SP, 02055-000, Brasil",2018-10-13 23:21:04 +0000 UTC,-23.6330634,-46.4676473,"R. Lourenço Leite Penteado, 494a - Parque Sao Rafael, São Paulo - SP, 08311-170, Brasil",16.50,57.94,BRL
Sao Paulo,UberX,COMPLETED,2018-10-13 15:43:29 +0000 UTC,2018-10-13 15:52:11 +0000 UTC,-23.633135,-46.4677175,"R. Lourenço Leite Penteado, 494a - Parque Sao Rafael, São Paulo - SP, 08311-170, Brasil",2018-10-13 16:55:50 +0000 UTC,-23.5095686,-46.6155424,"Carandiru, São Paulo - SP, 02049-000, Brasil",27.33,57.96,BRL
Sao Paulo,UberX,COMPLETED,2018-10-11 23:55:02 +0000 UTC,2018-10-12 00:14:47 +0000 UTC,-23.5441573,-46.6346612,"R. Líbero Badaró, 635 - Centro Histórico de São Paulo, São Paulo - SP, 01029-010, Brasil",2018-10-12 01:21:10 +0000 UTC,-23.6331405,-46.467686,"R. Lourenço Leite Penteado, 494a - Parque Sao Rafael, São Paulo - SP, 08311-170, Brasil",18.32,64.09,BRL
Rio de Janeiro,UberX,COMPLETED,2018-10-01 02:28:46 +0000 UTC,2018-10-01 02:33:34 +0000 UTC,-22.9837689,-43.1959296,"R. Antônio Parreiras, 69 - Ipanema, Rio de Janeiro - RJ, 22411-020, Brasil",2018-10-01 02:47:56 +0000 UTC,-22.8992423,-43.2098515,"Embarque - Santo Cristo, Rio de Janeiro - RJ, 20220-310, Brasil",7.78,26.53,BRL
Sao Paulo,UberX,COMPLETED,2018-09-09 19:06:57 +0000 UTC,2018-09-09 19:14:28 +0000 UTC,-23.6262386,-46.6599751,"Praça Comandante Linneu Gomes, 368 - Santo Amaro, São Paulo - SP, 04626-911, Brasil",2018-09-09 20:03:11 +0000 UTC,-23.6331333,-46.4677,"R. Lourenço Leite Penteado, 494a - Parque Sao Rafael, São Paulo - SP, 08311-170, Brasil",18.91,62.41,BRL
Sao Paulo,UberX,CANCELED,2018-09-09 19:06:05 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,BRL
Sao Paulo,UberX,COMPLETED,2018-09-09 17:05:09 +0000 UTC,2018-09-09 17:08:49 +0000 UTC,-23.63311,-46.4676896,"R. Lourenço Leite Penteado, 494a - Parque Sao Rafael, São Paulo - SP, 08311-170, Brasil",2018-09-09 18:08:09 +0000 UTC,-23.6265401,-46.6595682,"Praça Comandante Linneu Gomes, 270 - Santo Amaro, São Paulo - SP, 04626-911, Brasil",22.59,93.05,BRL
Sao Paulo,UberX,COMPLETED,2018-09-07 21:35:21 +0000 UTC,2018-09-07 21:45:38 +0000 UTC,-23.5642133,-46.6528655,"Av. Paulista, 1104 - Bela Vista, São Paulo - SP, 01310-100, Brasil",2018-09-07 22:47:48 +0000 UTC,-23.6330777,-46.4677672,"R. Lourenço Leite Penteado, 493 - Parque Sao Rafael, São Paulo - SP, 08311-170, Brasil",18.25,67.1,BRL
Rio de Janeiro,UberX,COMPLETED,2018-08-20 01:48:46 +0000 UTC,2018-08-20 01:55:21 +0000 UTC,-22.9837249,-43.1961085,"R. Antônio Parreiras, 126 - Ipanema, Rio de Janeiro - RJ, 22411-020, Brasil",2018-08-20 02:12:02 +0000 UTC,-22.8990948,-43.2098553,"Av. Francisco Bicalho, 1 - Santo Cristo, Rio de Janeiro - RJ, 20220-310, Brasil",7.35,29.41,BRL
Sao Paulo,UberX,COMPLETED,2018-08-05 20:37:37 +0000 UTC,2018-08-05 20:41:48 +0000 UTC,-23.6263588,-46.6597641,"Praça Comandante Linneu Gomes, 368 - Santo Amaro, São Paulo - SP, 04626-911, Brasil",2018-08-05 21:39:05 +0000 UTC,-23.6336947,-46.4677277,"Rua Dom Giocondo Grotti, 418 - Parque Sao Rafael, São Paulo - SP, 08311-120, Brasil",17.96,62.99,BRL
Rio de Janeiro,UberX,COMPLETED,2018-07-23 01:45:18 +0000 UTC,2018-07-23 01:52:01 +0000 UTC,-22.9838842,-43.195917,"R. Antônio Parreiras, 67 - Ipanema, Rio de Janeiro - RJ, 22411-020, Brasil",2018-07-23 02:15:02 +0000 UTC,-22.8987053,-43.2101625,"Av. Rodrigues Alves, 114 - Saúde, Rio de Janeiro - RJ, 20220, Brasil",9.23,31.66,BRL
Sao Paulo,UberX,COMPLETED,2018-07-09 01:26:17 +0000 UTC,2018-07-09 01:31:39 +0000 UTC,-23.5216342,-46.440362,"R. Padre Antão Jorge, 246 - Vila Progresso (Zona Leste), São Paulo - SP, 08245-100, Brasil",2018-07-09 02:01:06 +0000 UTC,-23.6330963,-46.4678225,"R. Lourenço Leite Penteado, 493 - Parque Sao Rafael, São Paulo - SP, 08311-170, Brasil",10.11,40.8,BRL
Rio de Janeiro,UberX,COMPLETED,2018-07-02 01:36:21 +0000 UTC,2018-07-02 01:40:22 +0000 UTC,-22.983741,-43.1959794,"R. Antônio Parreiras, 100 - Ipanema, Rio de Janeiro - RJ, 22411-020, Brasil",2018-07-02 01:58:13 +0000 UTC,-22.8992215,-43.2098319,"Embarque - Santo Cristo, Rio de Janeiro - RJ, 20220-310, Brasil",8.22,29.73,BRL
Sao Paulo,uberX,COMPLETED,2018-06-03 19:49:16 +0000 UTC,2018-06-03 19:52:11 +0000 UTC,-23.6262349,-46.6599367,"Praça Comandante Linneu Gomes, 368-398 - Santo Amaro, São Paulo - SP, 04626-911, Brasil",2018-06-03 20:36:06 +0000 UTC,-23.6331564,-46.4676905,"R. Lourenço Leite Penteado, 494a - Parque Sao Rafael, São Paulo - SP, 08311-170, Brasil",18.01,59.27,BRL
Rio de Janeiro,uberX,COMPLETED,2018-05-21 00:40:12 +0000 UTC,2018-05-21 00:41:49 +0000 UTC,-22.98386,-43.1959713,"R. Antônio Parreiras, 69 - Ipanema, Rio de Janeiro - RJ, 22411-020, Brasil",2018-05-21 00:59:27 +0000 UTC,-22.899786,-43.2098737,"Av. Francisco Bicalho, 142 - Santo Cristo, Rio de Janeiro - RJ, 20220-250, Brasil",7.43,28.63,BRL
Rio de Janeiro,uberX,DRIVER_CANCELED,2018-05-21 00:32:27 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,-22.9842635,-43.1944296,"Rua Gomes Carneiro, 138 - Ipanema - Rio de Janeiro - RJ, 22071-110",1970-01-01 00:00:00 +0000 UTC,-22.9845164,-43.1936568,"Rua Bulhões Carvalho, 355 - Rio de Janeiro - Rio de Janeiro - RJ, 22081-000",0.00,0,BRL
Sao Paulo,uberX,COMPLETED,2018-05-03 19:22:40 +0000 UTC,2018-05-03 19:27:40 +0000 UTC,-23.5074736,-46.4521608,"R. Flôr de Natal, 48 - Vila Jacuí, São Paulo - SP, 08050-230, Brasil",2018-05-03 19:44:47 +0000 UTC,-23.5141326,-46.428821,"R. Nossa Sra. dos Remédios, 12 - Jardim Santo Antonio, São Paulo - SP, 08032-180, Brasil",2.43,11.34,BRL
Sao Paulo,uberX,COMPLETED,2018-05-01 20:21:30 +0000 UTC,2018-05-01 20:30:44 +0000 UTC,-23.6271447,-46.6593473,"Praça Comandante Linneu Gomes, 270 - Santo Amaro, São Paulo - SP, 04626-911, Brasil",2018-05-01 20:53:01 +0000 UTC,-23.5437705,-46.5889066,"Av. Alcântara Machado, 3852 - Brás, São Paulo - SP, 03302-000, Brasil",8.91,35.47,BRL
Sao Paulo,uberX,COMPLETED,2018-04-28 18:10:51 +0000 UTC,2018-04-28 18:16:25 +0000 UTC,-23.6330911,-46.4677007,"R. Lourenço Leite Penteado, 499 - Parque Sao Rafael, São Paulo - SP, 08311-170, Brasil",2018-04-28 18:43:26 +0000 UTC,-23.563649,-46.5025737,"Av. Principal, 416 - Jardim Marília, São Paulo - SP, 04946-000, Brasil",7.49,27.67,BRL
Sao Paulo,uberX,COMPLETED,2018-04-27 23:34:01 +0000 UTC,2018-04-27 23:46:47 +0000 UTC,-23.6265894,-46.6598258,"Praça Comandante Linneu Gomes, 540 - Santo Amaro, São Paulo - SP, 04626-911, Brasil",2018-04-28 00:30:44 +0000 UTC,-23.5380297,-46.5626619,"R. Melo Freire, 3560 - Tatuapé, São Paulo - SP, 03314-030, Brasil",11.47,42.68,BRL
Rio de Janeiro,uberX,COMPLETED,2018-04-16 00:27:14 +0000 UTC,2018-04-16 00:33:08 +0000 UTC,-22.9838103,-43.1959898,"R. Antônio Parreiras, 69 - Ipanema, Rio de Janeiro - RJ, 22411-020, Brasil",2018-04-16 01:03:03 +0000 UTC,-22.9000604,-43.208584,"Rua Comandante García Píres, 61 - Santo Cristo, Rio de Janeiro - RJ, 20220-250, Brasil",8.89,25.81,BRL
Rio de Janeiro,uberX,COMPLETED,2018-03-12 00:33:53 +0000 UTC,2018-03-12 00:36:40 +0000 UTC,-22.9839334,-43.1962344,"R. Antônio Parreiras, 71 - Ipanema, Rio de Janeiro - RJ, 22411-020, Brasil",2018-03-12 00:54:12 +0000 UTC,-22.8995233,-43.2099697,"Rodoviária Novo Rio Av. Francisco Bicalho, No 01, 177 - Santo Cristo, Rio de Janeiro - RJ, 20220-250, Brasil",0.01,7.75,BRL
Rio de Janeiro,uberX,COMPLETED,2018-02-26 00:30:30 +0000 UTC,2018-02-26 00:38:27 +0000 UTC,-22.9838295,-43.1962441,"R. Antônio Parreiras, 69 - Ipanema, Rio de Janeiro - RJ, 22411-020, Brasil",2018-02-26 00:56:47 +0000 UTC,-22.8993629,-43.2098917,"Av. Francisco Bicalho, 110 - Santo Cristo, Rio de Janeiro - RJ, 20220-250, Brasil",7.49,23.49,BRL
Rio de Janeiro,uberX,COMPLETED,2018-01-21 23:57:56 +0000 UTC,2018-01-22 00:02:14 +0000 UTC,-22.9836354,-43.1960529,"R. Antônio Parreiras, 94 - Ipanema, Rio de Janeiro - RJ, 22411-020, Brasil",2018-01-22 00:31:18 +0000 UTC,-22.9007259,-43.2097781,"Av. Francisco Bicalho, 477 - Santo Cristo, Rio de Janeiro - RJ, 20220-310, Brasil",7.21,23.33,BRL
Sao Paulo,uberX,COMPLETED,2018-01-01 19:39:25 +0000 UTC,2018-01-01 19:43:57 +0000 UTC,-23.6269193,-46.659393,"Praça Comandante Linneu Gomes, 270 - Santo Amaro, São Paulo - SP, 04626-911, Brazil",2018-01-01 20:06:47 +0000 UTC,-23.5381218,-46.5630321,"R. Melo Freire, 3560 - Tatuapé, São Paulo - SP, 03314-030, Brazil",10.70,62.01,BRL
Rio de Janeiro,uberX,COMPLETED,2017-12-10 23:49:20 +0000 UTC,2017-12-10 23:51:57 +0000 UTC,-22.9837766,-43.1960549,"R. Antônio Parreiras, 69 - Ipanema, Rio de Janeiro - RJ, 22411-020, Brazil",2017-12-11 00:17:19 +0000 UTC,-22.8997604,-43.2099934,"Rodoviária Novo Rio Av. Francisco Bicalho, No 01, 177 - Santo Cristo, Rio de Janeiro - RJ, 20220-250, Brazil",7.97,40.3,BRL
Rio de Janeiro,uberX,CANCELED,2017-12-10 23:47:15 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,-22.9826378,-43.1920899,"Rua Raul Pompéia, 195 - Copacabana - Rio de Janeiro - RJ, 22081",1970-01-01 00:00:00 +0000 UTC,-22.9832864,-43.1918438,"R. Francisco Sá, 41 - Copacabana - Rio de Janeiro - RJ, 22080-010",0.00,0,BRL
Sao Paulo,uberX,COMPLETED,2017-10-22 00:22:02 +0000 UTC,2017-10-22 00:29:45 +0000 UTC,-23.5141017,-46.4287537,"R. Nossa Sra. dos Remédios, 12 - Jardim Santo Antonio, São Paulo - SP, 08032-180, Brazil",2017-10-22 01:11:34 +0000 UTC,-23.6331199,-46.467674,"R. Lourenço Leite Penteado, 494a - Parque Sao Rafael, São Paulo - SP, 08311-170, Brazil",11.71,47.25,BRL
Sao Paulo,uberX,COMPLETED,2017-10-21 15:43:34 +0000 UTC,2017-10-21 15:48:25 +0000 UTC,-23.6331227,-46.4678377,"R. Lourenço Leite Penteado, 493 - Parque Sao Rafael, São Paulo - SP, 08311-170, Brazil",2017-10-21 16:10:34 +0000 UTC,-23.5702548,-46.4690942,"Av. Afonso de Sampaio e Sousa, 587 - Itaquera, São Paulo - SP, 08270-000, Brazil",6.97,25.09,BRL
Rio de Janeiro,uberX,COMPLETED,2017-10-15 23:50:07 +0000 UTC,2017-10-15 23:54:32 +0000 UTC,-22.9839754,-43.1959882,"R. Antônio Parreiras, 67 - Ipanema, Rio de Janeiro - RJ, 22411-020, Brazil",2017-10-16 00:20:46 +0000 UTC,-22.8917467,-43.21468,"Av. Rio de Janeiro, 535 - Caju, Rio de Janeiro - RJ, 20931-675, Brazil",7.54,25.31,BRL
Rio de Janeiro,uberX,COMPLETED,2017-09-25 00:35:58 +0000 UTC,2017-09-25 00:37:49 +0000 UTC,-22.9838878,-43.1962275,"Rua Antônio Parreiras, 71 - Ipanema - Rio de Janeiro - RJ, 22411-020",2017-09-25 01:09:05 +0000 UTC,-22.8995734,-43.2098773,"Av. Francisco Bicalho, 01 - Santo Cristo - Rio de Janeiro - RJ, 20220-310",7.72,24.17,BRL
Sao Paulo,uberX,COMPLETED,2017-09-09 14:16:47 +0000 UTC,2017-09-09 14:21:22 +0000 UTC,-23.6330919,-46.4677205,"Rua Lourenço Leite Penteado, 489 - São Rafael - Sao Paulo - SP, 08311-170",2017-09-09 15:13:47 +0000 UTC,-23.5135961,-46.427648,"Rua Jequirana de Goiás, 98 - Vila Curuçá - Sao Paulo - SP, 08032-230",11.72,42.23,BRL
Rio de Janeiro,uberX,COMPLETED,2017-08-28 00:58:59 +0000 UTC,2017-08-28 01:03:45 +0000 UTC,-22.9837226,-43.1960463,"Rua Antônio Parreiras, 94 - Ipanema - Rio de Janeiro - RJ, 22411-020",2017-08-28 01:20:15 +0000 UTC,-22.899185,-43.2099168,"Av. Francisco Bicalho, 01 - Santo Cristo - Rio de Janeiro - RJ, 20220-310",7.48,23.32,BRL
Sao Paulo,uberX,COMPLETED,2017-08-20 00:58:33 +0000 UTC,2017-08-20 01:02:08 +0000 UTC,-23.515493,-46.4597299,"Estrada do Imperador, 4620 - Sao Paulo - SP, 08051-000",2017-08-20 01:26:07 +0000 UTC,-23.6330696,-46.4676986,"Rua Lourenço Leite Penteado, 489 - São Rafael - Sao Paulo - SP, 08311-170",10.14,33.98,BRL
Sao Paulo,uberX,COMPLETED,2017-08-13 18:18:14 +0000 UTC,2017-08-13 18:22:32 +0000 UTC,-23.6331017,-46.4677069,"Rua Lourenço Leite Penteado, 489 - São Rafael - Sao Paulo - SP, 08311-170",2017-08-13 18:34:33 +0000 UTC,-23.6369307,-46.444366,"Rua Violeta & Rua dos Jasmins - São Rafael - Sao Paulo - SP, 08391",2.67,10.86,BRL
Rio de Janeiro,uberX,COMPLETED,2017-07-24 00:49:28 +0000 UTC,2017-07-24 00:55:16 +0000 UTC,-22.9836141,-43.1957487,"Rua Antônio Parreiras, 56 - Ipanema - Rio de Janeiro - RJ, 22411-020",2017-07-24 01:24:52 +0000 UTC,-22.9006031,-43.20978,"Rua Comandante Garcia Pires, 10 - Santo Cristo - Rio de Janeiro - RJ, 20220-250",7.92,23.94,BRL
Sao Paulo,uberX,COMPLETED,2017-07-16 01:05:23 +0000 UTC,2017-07-16 01:13:46 +0000 UTC,-23.6331095,-46.4677039,"Rua Lourenço Leite Penteado, 489 - São Rafael - Sao Paulo - SP, 08311-170",2017-07-16 01:25:40 +0000 UTC,-23.6368765,-46.4444844,"Rua Violeta & Rua dos Jasmins - São Rafael - Sao Paulo - SP, 08391",2.23,10.76,BRL
Rio de Janeiro,uberX,COMPLETED,2017-07-03 00:57:35 +0000 UTC,2017-07-03 01:02:05 +0000 UTC,-22.9838997,-43.1963356,"Rua Antônio Parreiras, 71 - Ipanema - Rio de Janeiro - RJ, 22411-020",2017-07-03 01:22:13 +0000 UTC,-22.8992118,-43.2098396,"Av. Francisco Bicalho, 01 - Santo Cristo - Rio de Janeiro - RJ, 20220-310",7.49,23.2,BRL
Rio de Janeiro,uberX,COMPLETED,2017-06-05 01:03:15 +0000 UTC,2017-06-05 01:05:11 +0000 UTC,-22.9837425,-43.1960267,"Rua Antônio Parreiras, 94 - Ipanema - Rio de Janeiro - RJ, 22411-020",2017-06-05 01:23:06 +0000 UTC,-22.8990401,-43.2096968,"Av. Francisco Bicalho, 01 - Santo Cristo - Rio de Janeiro - RJ, 20220-310",7.63,23.4,BRL
Rio de Janeiro,uberX,COMPLETED,2017-05-22 01:32:46 +0000 UTC,2017-05-22 01:40:01 +0000 UTC,-22.9838988,-43.1956804,"R. Antônio Parreiras, 67 - Ipanema - Rio de Janeiro - RJ, 22411-020",2017-05-22 01:57:34 +0000 UTC,-22.8990312,-43.2096971,"Av. Francisco Bicalho, 01 - Santo Cristo - Rio de Janeiro - RJ, 20220-310",7.80,23.05,BRL
Rio de Janeiro,uberX,CANCELED,2017-05-22 01:23:06 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,-22.9855335,-43.1993249,"Rua Prudente de Morais, 276 - Ipanema - Rio de Janeiro - RJ, 22420-040",1970-01-01 00:00:00 +0000 UTC,-22.9838097,-43.1965551,"Rua Antônio Parreiras, 71 - Ipanema - Rio de Janeiro - RJ, 22411-020",0.00,7,BRL
Sao Paulo,uberX,COMPLETED,2017-05-02 12:41:58 +0000 UTC,2017-05-02 12:45:26 +0000 UTC,-23.6266072,-46.6595238,"Pç. Cmte. Linneu Gomes - Vila Congonhas - São Paulo - SP, 04626-001",2017-05-02 13:18:22 +0000 UTC,-23.5455001,-46.635626,"R. Libero Badaro, 508 - Centro - São Paulo - SP, 01008-000",6.97,30.61,BRL
Sao Paulo,,UNFULFILLED,2017-05-02 12:37:54 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,
Sao Paulo,uberX,COMPLETED,2017-04-28 18:24:58 +0000 UTC,2017-04-28 18:27:52 +0000 UTC,-23.5401486,-46.5662048,"Rua Vilela, 665 - Tatuapé - Sao Paulo - SP, 03314-000",2017-04-28 18:43:10 +0000 UTC,-23.551918,-46.6140401,"Rua Doutor Freire, 60 - Brás - Sao Paulo - SP, 03101-020",3.88,14.31,BRL
Rio de Janeiro,uberX,COMPLETED,2017-04-17 00:30:44 +0000 UTC,2017-04-17 00:34:30 +0000 UTC,-22.9836663,-43.196282,"Rua Antônio Parreiras, 138 - Ipanema - Rio de Janeiro - RJ, 22411-020",2017-04-17 01:12:56 +0000 UTC,-22.8958801,-43.2033928,"Av. Prof. Pereira Reis, 36 - Santo Cristo - Rio de Janeiro - RJ, 20220-800",8.47,27.21,BRL
Rio de Janeiro,uberX,COMPLETED,2017-04-15 23:56:58 +0000 UTC,2017-04-16 00:00:31 +0000 UTC,-22.9760915,-43.1903531,"R. Bolívar, 75 - Copacabana - Rio de Janeiro - RJ, 22061-020",2017-04-16 00:09:53 +0000 UTC,-22.9835345,-43.2006713,"Rua Barão da Torre, 145 - Ipanema - Rio de Janeiro - RJ, 22411-001",1.61,7.75,BRL
Rio de Janeiro,uberX,COMPLETED,2017-04-15 19:20:51 +0000 UTC,2017-04-15 19:25:27 +0000 UTC,-22.9846605,-43.1960576,"Rua Visconde de Pirajá, 44 - Ipanema - Rio de Janeiro - RJ, 22410-000",2017-04-15 19:52:57 +0000 UTC,-22.8987297,-43.2096656,"Avenida Francisco Bicalho, 1 - Santo Cristo - Rio de Janeiro - RJ, 20220-310",8.05,26.35,BRL
Rio de Janeiro,uberX,COMPLETED,2017-04-03 01:45:04 +0000 UTC,2017-04-03 01:54:59 +0000 UTC,-22.9836487,-43.1961876,"Rua Antônio Parreiras, 126 - Ipanema - Rio de Janeiro - RJ, 22411-020",2017-04-03 02:17:22 +0000 UTC,-22.8986623,-43.2094061,"Av. Francisco Bicalho, 01 - Santo Cristo - Rio de Janeiro - RJ, 20220-310",8.03,22.75,BRL
Rio de Janeiro,uberX,CANCELED,2017-04-03 01:31:56 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,-22.9789025,-43.1893346,"Av. Atlântica, 3432 - Copacabana - Rio de Janeiro - RJ, 22070-001",1970-01-01 00:00:00 +0000 UTC,-22.982754,-43.1945699,"Rua Bulhões Carvalho, 547 - Copacabana - Rio de Janeiro - RJ, 22081-000",0.00,7,BRL
Sao Paulo,POOL: MATCHED,COMPLETED,2017-03-17 21:22:31 +0000 UTC,2017-03-17 21:34:05 +0000 UTC,-23.5443606,-46.634729,"Rua Líbero Badaró, 644 - Sao Paulo - SP, 01008-000",2017-03-17 21:54:33 +0000 UTC,-23.5630633,-46.6520757,"Rua São Carlos do Pinhal, 558 - Sao Paulo - SP, 01333-000",2.56,14.02,BRL
Sao Paulo,POOL,DRIVER_CANCELED,2017-03-17 21:07:52 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,4,BRL
Rio de Janeiro,uberX,COMPLETED,2017-02-12 23:55:27 +0000 UTC,2017-02-12 23:59:57 +0000 UTC,-22.9836837,-43.1960183,"Rua Antônio Parreiras, 94 - Ipanema - Rio de Janeiro - RJ, 22411-020",2017-02-13 00:17:27 +0000 UTC,-22.8992652,-43.2098418,"Av. Francisco Bicalho, 01 - Santo Cristo - Rio de Janeiro - RJ, 20220-310",7.61,24.46,BRL
